arm,step_batch,eval_batch,is_self,pre_loss,post_loss,delta_loss,relative_delta
memorization_02_t_one_oversample,1,20,0,0.04768945277,0.04758175462,0.0001076981425,0.002258322046
memorization_02_t_one_oversample,1,21,0,0.5559363365,0.5559802055,-4.386901855e-05,-7.891014793e-05
memorization_02_t_one_oversample,1,22,0,1.225304842,1.225707889,-0.000403046608,-0.0003289357833
memorization_02_t_one_oversample,1,23,0,0.3738675714,0.3731637597,0.0007038116455,0.001882515894
memorization_02_t_one_oversample,1,24,0,0.3895021975,0.389503479,-1.281499863e-06,-3.290096618e-06
memorization_02_t_one_oversample,1,25,0,0.5440544486,0.5438203812,0.00023406744,0.0004302279682
memorization_02_t_one_oversample,1,26,0,0.8356609344,0.835365057,0.0002958774567,0.0003540640043
memorization_02_t_one_oversample,1,27,0,0.4437530935,0.4436706901,8.24034214e-05,0.0001856965565
memorization_02_t_one_oversample,1,28,0,0.8565793633,0.8564497232,0.0001296401024,0.0001513462826
memorization_02_t_one_oversample,1,29,0,0.1286778897,0.1287643313,-8.644163609e-05,-0.0006717675918
memorization_02_t_one_oversample,1,30,0,0.4978980124,0.497905314,-7.301568985e-06,-1.466478838e-05
memorization_02_t_one_oversample,1,31,0,0.353372097,0.3530440629,0.0003280341625,0.0009282967311
memorization_02_t_one_oversample,1,32,0,0.5952577591,0.5951008201,0.0001569390297,0.0002636488602
memorization_02_t_one_oversample,1,33,0,0.5821378231,0.5823709965,-0.0002331733704,-0.0004005466766
memorization_02_t_one_oversample,2,0,0,0.7277191877,0.7277238369,-4.649162292e-06,-6.388676252e-06
memorization_02_t_one_oversample,2,1,0,0.3931538165,0.3931862116,-3.239512444e-05,-8.239809225e-05
memorization_02_t_one_oversample,2,2,1,0.317792803,0.3166275024,0.001165300608,0.003666856507
memorization_02_t_one_oversample,2,3,0,0.5058817863,0.5058858991,-4.11272049e-06,-8.129805422e-06
memorization_02_t_one_oversample,2,4,0,0.5716806054,0.5715582371,0.0001223683357,0.0002140501787
memorization_02_t_one_oversample,2,5,0,0.5115814805,0.5116832256,-0.0001017451286,-0.0001988835259
memorization_02_t_one_oversample,2,6,0,0.1603555232,0.1602826118,7.291138172e-05,0.0004546858147
memorization_02_t_one_oversample,2,7,0,0.3912025988,0.3912525475,-4.994869232e-05,-0.0001276798581
memorization_02_t_one_oversample,2,8,0,0.5328586102,0.531935215,0.0009233951569,0.001732908391
memorization_02_t_one_oversample,2,9,0,0.4113689661,0.4109318852,0.0004370808601,0.001062503242
memorization_02_t_one_oversample,2,10,0,0.5338000655,0.5335909724,0.0002090930939,0.0003917067595
memorization_02_t_one_oversample,2,11,0,0.4267908037,0.4267572761,3.352761269e-05,7.855748624e-05
memorization_02_t_one_oversample,2,12,0,0.2510662377,0.2510773838,-1.114606857e-05,-4.439493209e-05
memorization_02_t_one_oversample,2,13,0,0.4991305172,0.4997000396,-0.0005695223808,-0.001141028972
memorization_02_t_one_oversample,2,14,0,0.9079454541,0.9079868793,-4.142522812e-05,-4.562523875e-05
memorization_02_t_one_oversample,2,15,0,0.531644702,0.5315630436,8.165836334e-05,0.0001535957436
memorization_02_t_one_oversample,2,16,0,0.5451871753,0.5443812013,0.0008059740067,0.001478343665
memorization_02_t_one_oversample,2,17,0,0.3526231349,0.3525300622,9.307265282e-05,0.000263943694
memorization_02_t_one_oversample,2,18,0,0.4435464442,0.4434098303,0.0001366138458,0.0003080034743
memorization_02_t_one_oversample,2,19,0,0.2949351966,0.2950021923,-6.699562073e-05,-0.0002271536985
memorization_02_t_one_oversample,2,20,0,0.04768945277,0.04761396348,7.548928261e-05,0.001582934553
memorization_02_t_one_oversample,2,21,0,0.5559363365,0.5558081269,0.0001282095909,0.0002306191959
memorization_02_t_one_oversample,2,22,0,1.225304842,1.225796461,-0.0004916191101,-0.0004012218782
memorization_02_t_one_oversample,2,23,0,0.3738675714,0.3732168078,0.0006507635117,0.001740625723
memorization_02_t_one_oversample,2,24,0,0.3895021975,0.3895082474,-6.049871445e-06,-1.553231659e-05
memorization_02_t_one_oversample,2,25,0,0.5440544486,0.5437929034,0.0002615451813,0.0004807334669
memorization_02_t_one_oversample,2,26,0,0.8356609344,0.835480988,0.0001799464226,0.0002153342524
memorization_02_t_one_oversample,2,27,0,0.4437530935,0.4437099397,4.315376282e-05,9.724723828e-05
memorization_02_t_one_oversample,2,28,0,0.8565793633,0.8564985991,8.076429367e-05,9.428699444e-05
memorization_02_t_one_oversample,2,29,0,0.1286778897,0.1287813634,-0.0001034736633,-0.0008041293152
memorization_02_t_one_oversample,2,30,0,0.4978980124,0.4979716241,-7.36117363e-05,-0.0001478450093
memorization_02_t_one_oversample,2,31,0,0.353372097,0.353143692,0.0002284049988,0.0006463583308
memorization_02_t_one_oversample,2,32,0,0.5952577591,0.5951442122,0.0001135468483,0.0001907524036
memorization_02_t_one_oversample,2,33,0,0.5821378231,0.5823668838,-0.0002290606499,-0.0003934818196
memorization_02_t_one_oversample,3,0,0,0.7277191877,0.7277437449,-2.455711365e-05,-3.374531559e-05
memorization_02_t_one_oversample,3,1,0,0.3931538165,0.3931588531,-5.036592484e-06,-1.281074295e-05
memorization_02_t_one_oversample,3,2,0,0.317792803,0.3177125156,8.028745651e-05,0.0002526408897
memorization_02_t_one_oversample,3,3,1,0.5058817863,0.5056326985,0.0002490878105,0.0004923834327
memorization_02_t_one_oversample,3,4,0,0.5716806054,0.571618855,6.175041199e-05,0.0001080155797
memorization_02_t_one_oversample,3,5,0,0.5115814805,0.5116080046,-2.652406693e-05,-5.18471992e-05
memorization_02_t_one_oversample,3,6,0,0.1603555232,0.1603042185,5.130469799e-05,0.0003199434417
memorization_02_t_one_oversample,3,7,0,0.3912025988,0.3912237585,-2.11596489e-05,-5.408872272e-05
memorization_02_t_one_oversample,3,8,0,0.5328586102,0.5319576263,0.0009009838104,0.00169084968
memorization_02_t_one_oversample,3,9,0,0.4113689661,0.4109645486,0.0004044175148,0.0009831016633
memorization_02_t_one_oversample,3,10,0,0.5338000655,0.5337697268,3.033876419e-05,5.683544486e-05
memorization_02_t_one_oversample,3,11,0,0.4267908037,0.4267086387,8.216500282e-05,0.0001925182129
memorization_02_t_one_oversample,3,12,0,0.2510662377,0.2511150241,-4.878640175e-05,-0.0001943168552
memorization_02_t_one_oversample,3,13,0,0.4991305172,0.4994896054,-0.0003590881824,-0.0007194274244
memorization_02_t_one_oversample,3,14,0,0.9079454541,0.9080011845,-5.573034286e-05,-6.138071688e-05
memorization_02_t_one_oversample,3,15,0,0.531644702,0.5315502882,9.441375732e-05,0.0001775880715
memorization_02_t_one_oversample,3,16,0,0.5451871753,0.5442132354,0.0009739398956,0.001786432146
memorization_02_t_one_oversample,3,17,0,0.3526231349,0.3526109457,1.218914986e-05,3.45670736e-05
memorization_02_t_one_oversample,3,18,0,0.4435464442,0.4434666038,7.984042168e-05,0.0001800046483
memorization_02_t_one_oversample,3,19,0,0.2949351966,0.2949597538,-2.455711365e-05,-8.326274357e-05
memorization_02_t_one_oversample,3,20,0,0.04768945277,0.0475971438,9.230896831e-05,0.001935626495
memorization_02_t_one_oversample,3,21,0,0.5559363365,0.5559164882,1.984834671e-05,3.570255334e-05
memorization_02_t_one_oversample,3,22,0,1.225304842,1.225792885,-0.0004880428314,-0.0003983031934
memorization_02_t_one_oversample,3,23,0,0.3738675714,0.3732373416,0.0006302297115,0.001685703067
memorization_02_t_one_oversample,3,24,0,0.3895021975,0.3894830048,1.919269562e-05,4.927493539e-05
memorization_02_t_one_oversample,3,25,0,0.5440544486,0.543844521,0.0002099275589,0.0003858576277
memorization_02_t_one_oversample,3,26,0,0.8356609344,0.8356345296,2.640485764e-05,3.159757331e-05
memorization_02_t_one_oversample,3,27,0,0.4437530935,0.4437206089,3.24845314e-05,7.320406749e-05
memorization_02_t_one_oversample,3,28,0,0.8565793633,0.8564499617,0.0001294016838,0.0001510679446
memorization_02_t_one_oversample,3,29,0,0.1286778897,0.1287825108,-0.0001046210527,-0.0008130460717
memorization_02_t_one_oversample,3,30,0,0.4978980124,0.4979375601,-3.954768181e-05,-7.942928235e-05
memorization_02_t_one_oversample,3,31,0,0.353372097,0.3530628383,0.0003092586994,0.000875164457
memorization_02_t_one_oversample,3,32,0,0.5952577591,0.5951159596,0.0001417994499,0.0002382152064
memorization_02_t_one_oversample,3,33,0,0.5821378231,0.5823171735,-0.0001793503761,-0.0003080891999
memorization_02_t_one_oversample,4,0,0,0.7277191877,0.727863729,-0.0001445412636,-0.0001986223065
memorization_02_t_one_oversample,4,1,0,0.3931538165,0.3931791484,-2.533197403e-05,-6.443273083e-05
memorization_02_t_one_oversample,4,2,0,0.317792803,0.3176889122,0.0001038908958,0.0003269139353
memorization_02_t_one_oversample,4,3,0,0.5058817863,0.5059196949,-3.790855408e-05,-7.49355978e-05
memorization_02_t_one_oversample,4,4,1,0.5716806054,0.5708240271,0.0008565783501,0.001498351251
memorization_02_t_one_oversample,4,5,0,0.5115814805,0.5116533637,-7.18832016e-05,-0.0001405117354
memorization_02_t_one_oversample,4,6,0,0.1603555232,0.1602870822,6.844103336e-05,0.0004268080823
memorization_02_t_one_oversample,4,7,0,0.3912025988,0.3912351429,-3.254413605e-05,-8.318997917e-05
memorization_02_t_one_oversample,4,8,0,0.5328586102,0.5319091678,0.0009494423866,0.001781790457
memorization_02_t_one_oversample,4,9,0,0.4113689661,0.4109923542,0.000376611948,0.000915508896
memorization_02_t_one_oversample,4,10,0,0.5338000655,0.5336883068,0.000111758709,0.0002093643598
memorization_02_t_one_oversample,4,11,0,0.4267908037,0.4266900718,0.0001007318497,0.0002360216031
memorization_02_t_one_oversample,4,12,0,0.2510662377,0.2509849072,8.13305378e-05,0.0003239405606
memorization_02_t_one_oversample,4,13,0,0.4991305172,0.4995880127,-0.000457495451,-0.0009165848113
memorization_02_t_one_oversample,4,14,0,0.9079454541,0.90804106,-9.560585022e-05,-0.0001052991122
memorization_02_t_one_oversample,4,15,0,0.531644702,0.5315259695,0.0001187324524,0.0002233304535
memorization_02_t_one_oversample,4,16,0,0.5451871753,0.5442124605,0.000974714756,0.00178785342
memorization_02_t_one_oversample,4,17,0,0.3526231349,0.352632314,-9.179115295e-06,-2.603095029e-05
memorization_02_t_one_oversample,4,18,0,0.4435464442,0.4434153736,0.0001310706139,0.0002955059511
memorization_02_t_one_oversample,4,19,0,0.2949351966,0.2949650884,-2.989172935e-05,-0.00010135016
memorization_02_t_one_oversample,4,20,0,0.04768945277,0.04763510451,5.434826016e-05,0.001139628513
memorization_02_t_one_oversample,4,21,0,0.5559363365,0.5559847355,-4.839897156e-05,-8.705847842e-05
memorization_02_t_one_oversample,4,22,0,1.225304842,1.225869179,-0.0005643367767,-0.0004605684703
memorization_02_t_one_oversample,4,23,0,0.3738675714,0.3732192814,0.0006482899189,0.001734009496
memorization_02_t_one_oversample,4,24,0,0.3895021975,0.3895509839,-4.878640175e-05,-0.0001252532131
memorization_02_t_one_oversample,4,25,0,0.5440544486,0.5438883901,0.0001660585403,0.0003052241201
memorization_02_t_one_oversample,4,26,0,0.8356609344,0.8355199695,0.0001409649849,0.0001686868191
memorization_02_t_one_oversample,4,27,0,0.4437530935,0.4436581433,9.495019913e-05,0.0002139707881
memorization_02_t_one_oversample,4,28,0,0.8565793633,0.8565137386,6.56247139e-05,7.661253201e-05
memorization_02_t_one_oversample,4,29,0,0.1286778897,0.1287923604,-0.0001144707203,-0.0008895912154
memorization_02_t_one_oversample,4,30,0,0.4978980124,0.4980168641,-0.0001188516617,-0.000238706841
memorization_02_t_one_oversample,4,31,0,0.353372097,0.3530890048,0.0002830922604,0.0008011166211
memorization_02_t_one_oversample,4,32,0,0.5952577591,0.5951740146,8.374452591e-05,0.0001406861559
memorization_02_t_one_oversample,4,33,0,0.5821378231,0.5822511315,-0.0001133084297,-0.0001946419305
memorization_02_t_one_oversample,5,0,0,0.7277191877,0.7277202606,-1.072883606e-06,-1.474309904e-06
