epoch,train_loss,dev_loss,train_enemy_observed_loss,train_enemy_fogged_loss,train_enemy_future_loss,train_delimiter_loss,train_end_loss,train_pad_loss,train_win_loss_loss,dev_enemy_observed_loss,dev_enemy_fogged_loss,dev_enemy_future_loss,dev_delimiter_loss,dev_end_loss,dev_pad_loss,dev_win_loss_loss,train_t_bucket_loss_t_eq_1,train_t_bucket_loss_t_0_75_to_1_0,train_t_bucket_loss_t_0_25_to_0_75,train_t_bucket_loss_t_0_0_to_0_25,dev_t_bucket_loss_t_eq_1,dev_t_bucket_loss_t_0_75_to_1_0,dev_t_bucket_loss_t_0_25_to_0_75,dev_t_bucket_loss_t_0_0_to_0_25,train_perspective_loss_p1,train_perspective_loss_p2,dev_perspective_loss_p1,dev_perspective_loss_p2,train_canvas_state_loss_ground_truth_preserved,train_canvas_state_loss_noised,dev_canvas_state_loss_ground_truth_preserved,dev_canvas_state_loss_noised,train_rare_class_loss_win_loss_t_eq_1,train_rare_class_loss_win_loss_t_0_75_to_1_0,train_rare_class_loss_win_loss_t_0_25_to_0_75,train_rare_class_loss_win_loss_t_0_0_to_0_25,train_rare_class_loss_end_t_eq_1,train_rare_class_loss_end_t_0_75_to_1_0,train_rare_class_loss_end_t_0_25_to_0_75,train_rare_class_loss_end_t_0_0_to_0_25,train_rare_class_loss_delimiter_t_eq_1,train_rare_class_loss_delimiter_t_0_75_to_1_0,train_rare_class_loss_delimiter_t_0_25_to_0_75,train_rare_class_loss_delimiter_t_0_0_to_0_25,dev_rare_class_loss_win_loss_t_eq_1,dev_rare_class_loss_win_loss_t_0_75_to_1_0,dev_rare_class_loss_win_loss_t_0_25_to_0_75,dev_rare_class_loss_win_loss_t_0_0_to_0_25,dev_rare_class_loss_end_t_eq_1,dev_rare_class_loss_end_t_0_75_to_1_0,dev_rare_class_loss_end_t_0_25_to_0_75,dev_rare_class_loss_end_t_0_0_to_0_25,dev_rare_class_loss_delimiter_t_eq_1,dev_rare_class_loss_delimiter_t_0_75_to_1_0,dev_rare_class_loss_delimiter_t_0_25_to_0_75,dev_rare_class_loss_delimiter_t_0_0_to_0_25,train_rare_class_count_win_loss_t_eq_1,train_rare_class_count_win_loss_t_0_75_to_1_0,train_rare_class_count_win_loss_t_0_25_to_0_75,train_rare_class_count_win_loss_t_0_0_to_0_25,train_rare_class_count_end_t_eq_1,train_rare_class_count_end_t_0_75_to_1_0,train_rare_class_count_end_t_0_25_to_0_75,train_rare_class_count_end_t_0_0_to_0_25,train_rare_class_count_delimiter_t_eq_1,train_rare_class_count_delimiter_t_0_75_to_1_0,train_rare_class_count_delimiter_t_0_25_to_0_75,train_rare_class_count_delimiter_t_0_0_to_0_25,dev_rare_class_count_win_loss_t_eq_1,dev_rare_class_count_win_loss_t_0_75_to_1_0,dev_rare_class_count_win_loss_t_0_25_to_0_75,dev_rare_class_count_win_loss_t_0_0_to_0_25,dev_rare_class_count_end_t_eq_1,dev_rare_class_count_end_t_0_75_to_1_0,dev_rare_class_count_end_t_0_25_to_0_75,dev_rare_class_count_end_t_0_0_to_0_25,dev_rare_class_count_delimiter_t_eq_1,dev_rare_class_count_delimiter_t_0_75_to_1_0,dev_rare_class_count_delimiter_t_0_25_to_0_75,dev_rare_class_count_delimiter_t_0_0_to_0_25,average_input_timesteps,average_enemy_future_timesteps,input_timestep_p50,input_timestep_p90,input_timestep_p95,enemy_future_timestep_p50,enemy_future_timestep_p90,enemy_future_timestep_p95,train_enemy_future_loss_distance_1,train_enemy_future_loss_distance_2_5,train_enemy_future_loss_distance_6_10,train_enemy_future_loss_distance_11_30,train_enemy_future_loss_distance_31_plus,dev_enemy_future_loss_distance_1,dev_enemy_future_loss_distance_2_5,dev_enemy_future_loss_distance_6_10,dev_enemy_future_loss_distance_11_30,dev_enemy_future_loss_distance_31_plus,total_tokens_ingested,total_unique_tokens_seen,tokens_per_second,wall_clock_elapsed_seconds,average_cuda_device_memory_used_bytes,average_cuda_device_memory_gap_bytes
11,0.240240341,0.248443138,0.219080284,0.216590596,0.24683721,0.745011427,0.664674905,0.215414657,0.269108781,0.227288275,0.231398883,0.256514952,0.83650907,0.475602388,0.235021617,0.27410492,1.848098729,0.308681481,0.026582385,0.00350048,1.765068609,0.295390802,0.029925674,0.004708466,0.239017036,0.227510849,0.252158661,0.208137986,0.00845545,0.323012135,0.011189366,0.32051499,0.453648537,0.339709447,0.213503371,0.065434879,5.382436125,0.828987688,0.08632437,0.012986322,3.856385045,1.16415942,0.103866975,0.005375285,0.433172173,0.350452195,0.213103425,0.081980615,4.815933044,0.724716976,0.037107735,0.000440612,3.961430046,1.214692426,0.113312146,0.004639947,2149,17714,20509,2490,326,2554,2946,371,123147,997655,1149237,140230,185,1414,1630,195,14,204,210,23,10186,84959,90678,11119,25.36101908,30.87221782,17,53,71,21,65,80,0.217428352,0.217895108,0.225229636,0.250371745,0.323936158,0.203356343,0.203585407,0.215442705,0.268057292,0.373199459,3102824630,186,14380.9769,30049.70665,6602828127,1184366592
12,0.240507234,0.239597183,0.218229313,0.217552472,0.247470722,0.731823891,0.649652752,0.215536525,0.265911408,0.223566454,0.218189468,0.247725563,0.810309738,0.507176902,0.24164395,0.26806488,1.875352035,0.298872426,0.025175804,0.00314722,1.790353081,0.279277243,0.028557765,0.005552317,0.233941737,0.236079575,0.237990567,0.199525259,0.008217054,0.323651655,0.009916823,0.31122544,0.436730871,0.336343107,0.210183046,0.070816353,5.67509268,0.845280195,0.069640515,0.009228499,3.889860489,1.141579114,0.097681238,0.004575714,0.332072352,0.34029672,0.222585611,0.074902036,5.073216677,0.770223717,0.044678342,0.001160403,4.009422208,1.216228528,0.105504868,0.005968893,2193,17900,20141,2628,275,2597,2928,397,124257,1003618,1131986,150408,173,1431,1609,211,15,182,220,34,9385,81423,94682,11452,25.36101908,30.87221782,17,53,71,21,65,80,0.221784111,0.223856294,0.229422508,0.247310109,0.323098531,0.202100288,0.201669946,0.212285977,0.256121656,0.367858931,3384972818,186,14440.57919,49895.64151,6576627078,1184366592
13,0.224025385,0.237882293,0.198813062,0.205370328,0.231220244,0.714213016,0.65204167,0.174077466,0.261702169,0.217577874,0.216062118,0.246467843,0.791619383,0.584429275,0.240078917,0.269534279,1.80573151,0.28890417,0.022949695,0.003135594,1.843196254,0.303245272,0.026061635,0.009149011,0.207458403,0.214365162,0.237175597,0.214721281,0.007446599,0.297902905,0.010092622,0.31077918,0.49881845,0.329908382,0.205214468,0.052970813,5.063798535,0.92335949,0.035949368,0.000531456,4.013537203,1.145874497,0.090269458,0.005647478,0.445367419,0.352711656,0.207068486,0.049263949,5.557834719,0.702736485,0.028281296,0.000380533,3.93962005,1.252626649,0.090121179,0.004373253,131,1294,1442,179,21,178,209,38,6640,73399,79618,8959,160,1428,1635,201,23,192,203,33,9216,81960,93701,12065,25.21437951,30.14215364,17,53,72.75,20,64,79,0.200824396,0.201470318,0.209803197,0.236767729,0.308603688,0.190935192,0.187846909,0.20789486,0.246906544,0.393753376,3667103325,186,14315.89565,1723.05981,6469189632,1184366592
14,0.234277292,0.231997894,0.213803393,0.212005934,0.24042553,0.715770053,0.658101024,0.213260471,0.258540075,0.20982267,0.210342692,0.240057746,0.773745236,0.69051081,0.243308288,0.270924493,1.863661055,0.294880824,0.0226864,0.002823496,1.799459513,0.296677223,0.025143261,0.003205153,0.231710947,0.223016132,0.250140816,0.18735249,0.007893806,0.315244917,0.010307772,0.304670044,0.443088355,0.325727415,0.202598079,0.069032398,5.621735295,0.820069895,0.066483874,0.004802885,3.88478615,1.105550884,0.088154297,0.003990401,0.39675226,0.370882649,0.194747748,0.058993772,5.486429572,0.811478358,0.045748321,0.00259102,3.800774017,1.209059386,0.085435449,0.002960445,2180,17870,20363,2449,313,2594,2934,356,122335,1007076,1141648,139210,161,1443,1633,187,24,173,225,29,10229,81722,94100,10891,25.36101908,30.87221782,17,53,71,21,65,80,0.214764586,0.21630553,0.224604939,0.241359568,0.306829674,0.180118687,0.183238328,0.199737561,0.249667021,0.392420911,3949194575,186,14453.06415,21545.09487,6715007221,1227750473
15,0.226612839,0.230377411,0.20561031,0.204227574,0.232833069,0.694968159,0.646210201,0.204519262,0.258142898,0.214545909,0.207108648,0.238745342,0.768591454,0.566240333,0.23072178,0.264143879,1.839930219,0.289516678,0.022066322,0.002606144,1.755360152,0.290970337,0.0232561,0.007890926,0.225822166,0.215650806,0.235408794,0.195877752,0.007633849,0.306240239,0.009637701,0.307873674,0.423219142,0.331522765,0.200633163,0.069794348,5.368274337,0.83940516,0.06779935,0.006289599,3.848347366,1.092068855,0.08377654,0.00388511,0.378381827,0.352301356,0.199950625,0.092864137,5.198839492,0.661871309,0.053467931,0.000458767,4.118447516,1.157474113,0.08193653,0.00639461,2117,17782,20410,2553,298,2585,2956,358,120030,992397,1153586,144256,174,1381,1671,198,18,181,232,20,8569,79649,97518,11206,25.36101908,30.87221782,17,53,71,21,65,80,0.208434121,0.208377267,0.215702641,0.234657456,0.302714471,0.19901426,0.197692295,0.207242183,0.253225381,0.33775064,4231401383,186,14460.24675,41362.69275,6830336403,1237151912
16,0.225088948,0.229046228,0.203546224,0.204337401,0.231638692,0.698143869,0.634475395,0.200391332,0.255812582,0.204211972,0.212807153,0.235427035,0.783302323,0.678813503,0.235694062,0.265876371,1.81712687,0.286514248,0.021260314,0.002507154,1.757093706,0.288721547,0.02357343,0.004418612,0.222700431,0.213190441,0.244010762,0.18331223,0.007556593,0.30213901,0.010110149,0.302300132,0.414298112,0.328416668,0.199426256,0.068717999,5.420753824,0.811644866,0.068821237,0.005713868,3.881123845,1.082779507,0.082486169,0.003758101,0.408737788,0.334002931,0.212096966,0.060827826,4.356935297,0.809142401,0.041697911,0.001002896,4.005866562,1.19027955,0.082304297,0.003840945,2106,17797,20428,2531,309,2535,2995,358,118521,1003403,1146757,141588,175,1462,1602,185,21,212,192,26,8396,81850,95821,10875,25.36101908,30.87221782,17,53,71,21,65,80,0.205346817,0.206507514,0.215477451,0.234828356,0.299912874,0.197700573,0.197157522,0.205752235,0.237282461,0.369720694,4513445133,186,14519.5055,61087.08724,6779897465,1232458001
17,0.224883471,0.228913641,0.205180553,0.201184666,0.232057438,0.689766761,0.625741226,0.198888493,0.248887657,0.211294416,0.20655261,0.238323668,0.77089871,0.58427441,0.218194437,0.275736113,1.821319109,0.276177467,0.020386062,0.002326351,1.725587607,0.260512469,0.022611819,0.006429982,0.228233398,0.211067067,0.227850897,0.198449192,0.007421463,0.301562676,0.010092614,0.291512859,0.425336348,0.315515881,0.193355188,0.067074746,5.301799877,0.839127963,0.066154224,0.003820555,3.89563702,1.063749845,0.077984929,0.003342457,0.442076774,0.360970917,0.207606999,0.069608783,4.845832648,0.774541977,0.050178965,0.000433528,3.766730103,1.112275635,0.076375963,0.004422634,2151,17909,20375,2427,283,2608,2961,345,120165,1003767,1150530,135807,177,1421,1640,186,23,180,225,23,11235,82182,92754,10771,25.36101908,30.87221782,17,53,71,21,65,80,0.206399928,0.207268544,0.213646157,0.233186122,0.301509559,0.187318658,0.184498235,0.192554604,0.245735063,0.36127633,4795431281,186,14518.06273,80815.07847,6836045401,1232525093
18,0.223129909,0.215822616,0.202471123,0.200206028,0.229702201,0.687065203,0.646902636,0.199152363,0.252228683,0.201413376,0.196301139,0.221653958,0.740569417,0.491869448,0.20896644,0.271993642,1.849114316,0.283608078,0.019522616,0.002298824,1.694209637,0.286397322,0.022215907,0.009032894,0.21816818,0.215963524,0.237840118,0.168267529,0.00725569,0.302150029,0.009475105,0.285461024,0.439565075,0.320165875,0.197414372,0.068124892,5.50156285,0.811638699,0.070816158,0.002910649,3.843864486,1.070036922,0.075223813,0.0035933,0.491928378,0.344483899,0.216779859,0.036066835,4.263543929,0.671994984,0.016476135,0.000760675,3.94344682,1.152526332,0.075879356,0.002466344,2106,17741,20402,2613,304,2627,2917,349,121564,1005357,1139062,144286,151,1428,1655,190,24,192,205,30,7741,84323,93959,10919,25.36101908,30.87221782,17,53,71,21,65,80,0.201299324,0.202805207,0.208576196,0.233332817,0.307174351,0.179347629,0.181073062,0.193543009,0.225230317,0.335910561,5077322786,186,14413.76544,100645.2018,6809716116,1230363380
19,0.22316121,0.224215914,0.203075968,0.201437872,0.229258727,0.683874873,0.650655326,0.198494484,0.251861586,0.20543385,0.201434407,0.232445406,0.757612407,0.571558641,0.223608424,0.259930149,1.80217193,0.278350577,0.019301349,0.00228955,1.805286602,0.27086933,0.022583925,0.003807005,0.216429425,0.213752345,0.234880254,0.184080709,0.007243239,0.3012607,0.009749633,0.28989383,0.429159418,0.319979559,0.196705335,0.06571531,5.11391569,0.854768157,0.056798193,0.005200994,3.87547529,1.054443546,0.074297448,0.003467015,0.362160397,0.328835949,0.206604969,0.086065245,5.081053649,0.699813834,0.060972872,0.001267733,3.833114879,1.130091057,0.08030104,0.002851602,2198,17775,20310,2579,321,2564,2934,378,124122,993067,1147391,145689,159,1489,1579,197,24,191,214,22,9706,84519,91461,11256,25.36101908,30.87221782,17,53,71,21,65,80,0.203136567,0.204541624,0.211302641,0.232152066,0.295509757,0.174631702,0.174591922,0.197397388,0.241247174,0.35017639,5359396534,186,14434.19993,120456.2785,6812510603,1222499570
20,0.221324348,0.220466164,0.200605729,0.198559798,0.228519942,0.679716868,0.617790492,0.197116647,0.247495686,0.204617765,0.194193089,0.229453351,0.738768059,0.540858772,0.220965311,0.266610731,1.81799694,0.279680549,0.019007886,0.002073527,1.710781751,0.275841779,0.020894389,0.005009379,0.219386868,0.209315394,0.226881044,0.19064756,0.007194421,0.298359843,0.008964538,0.291779923,0.425418523,0.318256845,0.190513875,0.063579688,5.141485953,0.829335647,0.060150841,0.001569564,3.887392795,1.060574471,0.074299302,0.0026104,0.477208092,0.332202641,0.213076568,0.065103027,4.243495103,0.593954865,0.050465286,0.000307725,3.825592786,1.09025099,0.072978007,0.004505343,2097,17812,20384,2569,298,2576,2957,366,115539,1003989,1147226,143515,167,1431,1618,208,27,184,220,20,8851,85686,91836,10569,25.36101908,30.87221782,17,53,71,21,65,80,0.199857207,0.20182523,0.210140616,0.23371121,0.291968523,0.178458257,0.178318974,0.20026219,0.243041533,0.329173388,5641424305,186,14519.37718,140147.7501,6768905153,1237869074
21,0.218981022,0.218552011,0.197618629,0.196857232,0.226327322,0.676345819,0.600421257,0.190605967,0.248650814,0.199456148,0.198155031,0.22610821,0.731925116,0.515648027,0.216324201,0.276461643,1.805425257,0.270385533,0.018244902,0.002018632,1.730271055,0.264737589,0.019643262,0.005642288,0.21747788,0.206262277,0.21168061,0.187637419,0.006996615,0.294206356,0.008591506,0.287627569,0.439313588,0.313840116,0.193949623,0.067905004,5.244696953,0.776634498,0.068511287,0.00195639,3.829920205,1.040009393,0.070115077,0.003019593,0.454899086,0.346308066,0.221225257,0.070672116,4.366130399,0.68983133,0.052851727,0.000495809,3.9550904,1.107461556,0.062698504,0.002535942,2156,17788,20404,2514,287,2599,2955,356,124104,994276,1150679,141210,162,1448,1619,195,23,185,211,32,8303,81961,94653,12025,25.36101908,30.87221782,17,53,71,21,65,80,0.200252571,0.200876596,0.208256763,0.231266143,0.293340603,0.187602703,0.189541519,0.19603439,0.233021406,0.33494543,5923501206,186,14406.64152,160027.8169,6615564990,1216704945
22,0.217717558,0.211203834,0.195758988,0.196517379,0.22513949,0.661414574,0.609889141,0.191555965,0.250948778,0.189535346,0.194917452,0.217093964,0.721176316,0.539371256,0.206855527,0.263919629,1.807978122,0.270649157,0.017820471,0.002040598,1.777752211,0.249999792,0.020330643,0.004550186,0.210465011,0.214627863,0.194179328,0.201258317,0.006870084,0.293028725,0.008225247,0.278980716,0.40831487,0.318981106,0.198578334,0.066623048,5.141309339,0.768630781,0.060049264,0.002187974,3.830144727,1.024896631,0.06941185,0.002666164,0.390724915,0.342018037,0.204405704,0.056015556,5.115323325,0.575458657,0.015540756,0.001636818,3.772864552,1.005387342,0.066636614,0.002029698,2147,17734,20393,2588,337,2506,2962,392,121217,1000994,1137551,150507,169,1456,1613,186,30,180,213,28,9800,83060,93760,10322,25.36101908,30.87221782,17,53,71,21,65,80,0.200690947,0.202192468,0.20743199,0.227045768,0.290894858,0.181789381,0.1816445,0.182836533,0.214765815,0.31762658,6205704342,186,14466.81973,179836.8648,6572626750,1185511578
23,0.217917661,0.219204025,0.19530251,0.195951099,0.225735883,0.662843724,0.593005589,0.185416136,0.244155428,0.198173387,0.200989093,0.225661019,0.726423279,0.801676157,0.219367422,0.253754872,1.799088161,0.272212231,0.017809631,0.001876244,1.796113891,0.256001791,0.019661331,0.004567575,0.211908799,0.209991892,0.242332973,0.196755293,0.006869923,0.293170761,0.008505525,0.292032812,0.398558125,0.31218468,0.191403012,0.066543844,4.964273541,0.820924579,0.056461897,0.004001621,3.922621662,1.029017368,0.069539799,0.002750386,0.419831813,0.340276899,0.187120004,0.041921439,5.028431277,0.748276713,0.069384693,0.000299625,3.736997422,1.070862547,0.064304157,0.001839853,2137,17705,20456,2564,292,2584,2958,363,115973,1000963,1145419,147914,182,1419,1609,214,31,201,196,23,11467,79682,93548,12245,25.36101908,30.87221782,17,53,71,21,65,80,0.200332646,0.20207745,0.208175732,0.228294934,0.293561207,0.171593534,0.171524034,0.186247014,0.227768745,0.359716778,6487691979,186,14398.77927,199723.4603,6591157199,1184366592
24,0.213444083,0.23165432,0.193887739,0.191021281,0.220441062,0.655395478,0.616199554,0.183490814,0.245818319,0.206546803,0.211528147,0.242831713,0.779292864,0.663695916,0.212178927,0.273892038,1.776416521,0.261120381,0.017392085,0.001957614,1.765158225,0.267475617,0.019598541,0.001789151,0.205614639,0.205976859,0.244029079,0.192709892,0.006795366,0.285532601,0.008314389,0.300109377,0.404386619,0.315308003,0.190694735,0.063764079,5.060302393,0.80402611,0.061600078,0.011947482,3.846092764,1.01231494,0.067943629,0.002723064,0.372164834,0.374504085,0.200205937,0.044663048,4.942992191,0.751971415,0.029194409,0.000209578,3.906981262,1.094895116,0.065240219,0.00438109,2110,17949,20242,2561,294,2607,2913,383,117836,1007732,1136999,147702,197,1422,1619,186,25,174,225,27,11055,81014,95318,9555,25.36101908,30.87221782,17,53,71,21,65,80,0.196902809,0.19930546,0.204823534,0.21899232,0.287388339,0.191323111,0.193288393,0.209744047,0.24815143,0.35598456,6769744718,186,14203.23386,219874.6819,6829527947,1241195046
25,0.216294466,0.196072238,0.195998338,0.194428804,0.223641288,0.661026686,0.587773228,0.185599568,0.245269902,0.177350346,0.17758069,0.204682724,0.67597866,0.470384776,0.187188482,0.264531079,1.796143974,0.268345628,0.017215079,0.001862806,1.761208375,0.242362785,0.018720325,0.002047881,0.206245514,0.210982987,0.202769944,0.169782959,0.006842245,0.288635192,0.008138835,0.256341186,0.400253885,0.31249824,0.192437816,0.057890344,5.128835378,0.757840628,0.062667542,0.002780162,3.891280503,1.019700255,0.066192154,0.002835066,0.361861712,0.353786668,0.204239866,0.070993219,5.540825099,0.668706896,0.044254854,0.000321842,3.85046734,1.024712535,0.067245009,0.002745046,2119,17926,20379,2438,288,2606,2962,341,117026,1007823,1153036,132384,144,1413,1664,203,16,189,217,29,8179,82773,94489,11501,25.36101908,30.87221782,17,53,71,21,65,80,0.194823179,0.196106153,0.204448458,0.230081493,0.290274443,0.163148413,0.161797691,0.172350956,0.202513641,0.298913776,7051875204,186,14264.57111,239942.4684,6891630407,1241804327
26,0.211789532,0.215264147,0.192172351,0.191838946,0.218577048,0.639077846,0.554264036,0.178361154,0.243863268,0.190802049,0.193589511,0.223332694,0.713621629,0.718506987,0.22481924,0.268858075,1.795340567,0.259839561,0.016889781,0.00181322,1.703538993,0.255216707,0.018246071,0.00215731,0.205865641,0.200254252,0.232806438,0.177365393,0.006614445,0.283885117,0.007892281,0.286521988,0.403141764,0.314838012,0.188141524,0.06556595,5.138046214,0.755054515,0.058918571,0.001042979,3.877233614,0.991380291,0.065501508,0.002704444,0.422860662,0.37701271,0.18352909,0.047208608,4.988063272,0.776024009,0.029525007,0.000268125,3.855638137,1.054418263,0.059900397,0.001651738,2115,17729,20467,2551,275,2494,3059,369,116034,990999,1156151,147085,183,1418,1636,187,29,183,213,26,9861,80773,95543,10765,25.36101908,30.87221782,17,53,71,21,65,80,0.195444625,0.197821079,0.20530517,0.221131894,0.272080105,0.182690673,0.185082024,0.187102187,0.227047038,0.322275173,7333894631,186,14350.22237,259913.1953,6808889394,1239845773
27,0.214081744,0.213543174,0.193176514,0.193550693,0.221055938,0.653415254,0.585884788,0.183116015,0.243660372,0.193499785,0.19514883,0.225286834,0.696323965,0.504802876,0.180422451,0.260781169,1.781190253,0.259127633,0.016610712,0.001794693,1.737054908,0.261586967,0.01728792,0.0045193,0.211149059,0.202835504,0.22845463,0.156959608,0.006765869,0.287030617,0.007818999,0.277593729,0.40030892,0.313457993,0.188947848,0.057629335,4.992403584,0.800789414,0.056651495,0.002595842,3.857520738,1.00314697,0.063739265,0.002542693,0.425973258,0.365244408,0.182615262,0.043212418,4.7601231,0.573918311,0.020729636,0.001842089,3.907272165,1.051372496,0.058782524,0.002827189,2174,17799,20365,2524,292,2595,2954,356,121836,1005129,1141804,141500,157,1416,1645,206,21,185,214,31,8606,79920,95233,13183,25.36101908,30.87221782,17,53,71,21,65,80,0.196908484,0.198389394,0.205386151,0.223255422,0.284804451,0.185720789,0.181949018,0.196273562,0.230809879,0.316665723,7615922543,186,14017.79687,280303.3587,6895939267,1233813729
28,0.212887213,0.211622367,0.193073701,0.191118349,0.22062955,0.644382717,0.571211512,0.17794298,0.241355997,0.191320363,0.188623918,0.220414608,0.701000701,0.460630358,0.189386807,0.255140242,1.788666471,0.257509898,0.016356134,0.001711563,1.789266501,0.231279321,0.01792696,0.003730953,0.205124338,0.20422785,0.20338844,0.182359312,0.006680194,0.284496685,0.007671861,0.278451585,0.391110369,0.3074135,0.191291696,0.052761916,4.96385212,0.751249311,0.055779076,0.011665211,3.901258479,0.99102913,0.062218481,0.002427053,0.40215368,0.33537714,0.194648967,0.062587136,5.066453921,0.640732697,0.044208029,0.002062751,3.798453817,0.990015489,0.0585951,0.001824703,2151,17846,20296,2569,280,2579,2970,368,116616,999313,1146713,147627,182,1403,1630,209,19,209,191,32,11273,80729,92626,12314,25.36101908,30.87221782,17,53,71,21,65,80,0.195457679,0.197522914,0.205860169,0.221898779,0.281278183,0.180621713,0.183784099,0.18621771,0.225454999,0.334472552,7898045971,186,14161.92943,300494.2833,6894125293,1240267175
29,0.213867661,0.209796474,0.192600652,0.191281192,0.221811687,0.652387666,0.598492835,0.181833488,0.240280501,0.19642662,0.18446033,0.218785323,0.685834449,0.663317211,0.203620178,0.26089163,1.791392562,0.26082903,0.016037812,0.001707032,1.701795233,0.246566185,0.018343186,0.004057546,0.205296928,0.206971212,0.224467826,0.170356686,0.006757024,0.285242249,0.008515465,0.274367334,0.383798645,0.304980962,0.189453606,0.067808595,5.121008796,0.762507669,0.060573079,0.001941223,3.811164819,0.988459459,0.061388903,0.002543636,0.378874767,0.353047717,0.199732179,0.05436309,5.00490233,0.689823213,0.032383369,0.000297676,3.703386576,1.017458549,0.05847141,0.002430539,2133,17982,20170,2577,300,2626,2911,360,123856,1012774,1127431,146208,176,1372,1656,220,33,176,223,19,12088,79875,93349,11630,25.36101908,30.87221782,17,53,71,21,65,80,0.193019267,0.195233563,0.205019294,0.222704856,0.286981285,0.154643769,0.159388735,0.174035872,0.23394472,0.355540158,8180115647,186,14242.4114,320565.8161,6873499839,1243552540
30,0.210959348,0.214051922,0.190059754,0.189152285,0.218458877,0.648120719,0.6073357,0.190232393,0.241714817,0.190646307,0.193913831,0.222987801,0.705416716,0.670481755,0.204167784,0.263466114,1.785611861,0.258339344,0.015984567,0.00164546,1.740950027,0.260254348,0.017799092,0.003102551,0.202345077,0.203951714,0.222174482,0.183335165,0.006618895,0.283514817,0.007831789,0.280933647,0.399662482,0.307853684,0.189288267,0.065933282,5.087484577,0.751232084,0.054229634,0.011453213,3.838885045,0.985861596,0.062423645,0.002725728,0.276839915,0.358667727,0.199862471,0.109539329,5.001454283,0.847688052,0.052133247,0.000524482,3.839681994,1.037862924,0.055421802,0.003007265,2144,17746,20476,2496,317,2562,2955,363,124174,997600,1149810,138685,175,1403,1647,199,27,200,200,24,9781,79858,97370,9933,25.36101908,30.87221782,17,53,71,21,65,80,0.187876617,0.189213392,0.198096882,0.22534212,0.28533664,0.183990036,0.183809675,0.191341266,0.210823608,0.316152829,8462121688,186,14465.46268,340356.2959,6837770876,1247047098
31,0.21018581,0.205837881,0.188063964,0.189367443,0.218193994,0.637463581,0.558332082,0.177209385,0.240003165,0.186871082,0.182694503,0.216018767,0.674269685,0.507094541,0.206225413,0.262252141,1.78971887,0.255630479,0.016153858,0.001681416,1.757110589,0.24438823,0.017705317,0.002363565,0.203590247,0.202798009,0.221717589,0.15380082,0.006472638,0.281648929,0.007710969,0.272239215,0.41036886,0.301530859,0.191331098,0.058095664,5.099560332,0.730096322,0.067681606,0.002114241,3.876083096,0.981832277,0.061552779,0.002406501,0.397956923,0.343684361,0.205554649,0.060419886,5.039068881,0.501370406,0.083700988,0.000377985,3.890840996,0.978547233,0.056580592,0.002785682,1982,16513,19098,2329,257,2403,2793,347,109949,918149,1082604,129950,169,1414,1612,229,21,182,218,30,9305,81774,93443,12420,25.29176895,30.83397625,17,53,70,21,65,80,0.194860121,0.196592863,0.203649377,0.222404542,0.271889929,0.176943002,0.18032252,0.18717302,0.216764015,0.329694616,8744138657,186,14286.19881,18670.685,6607857468,1184366592
32,0.213427798,0.208745984,0.194043283,0.191501909,0.22021161,0.643432455,0.601264603,0.18372592,0.237384804,0.189515905,0.187724109,0.218195753,0.697490692,0.463043978,0.184559189,0.266421745,1.788443698,0.254484091,0.015869944,0.00167743,1.738986476,0.240089088,0.017248544,0.006265945,0.203156897,0.206078233,0.216690035,0.17631676,0.006679178,0.285396014,0.00820159,0.27234009,0.385855793,0.301940851,0.187201986,0.056268522,5.155684963,0.767515175,0.05002289,0.007713356,3.861551025,0.974798924,0.06025562,0.002517912,0.44753227,0.333633253,0.214781008,0.069904646,4.779194405,0.604585862,0.023607021,0.000310389,3.886930142,1.015087376,0.057190783,0.000751527,2210,17843,20251,2558,316,2576,2942,363,123918,1003264,1139610,143477,166,1445,1585,228,19,190,205,37,9302,83699,91537,12404,25.36101908,30.87221782,17,53,71,21,65,80,0.195482099,0.196487076,0.203248857,0.224648177,0.281571697,0.170418734,0.170183572,0.180822831,0.219457455,0.329635332,9026206744,186,14264.71634,38711.90299,6582717240,1184366592
33,0.209450781,0.189912255,0.188826657,0.18725641,0.217019657,0.639840521,0.585369288,0.177443815,0.236848125,0.172750868,0.173100503,0.19723159,0.663990947,0.458266981,0.163086969,0.274297519,1.797658588,0.247440374,0.015541956,0.001597657,1.644772266,0.243048071,0.017287797,0.002818197,0.202858596,0.202019736,0.20490547,0.157476697,0.006524499,0.279749163,0.007360362,0.247744793,0.379601887,0.299766146,0.187794806,0.059949414,5.01333388,0.723627352,0.05140962,0.013103601,3.852523285,0.961538934,0.060319969,0.002394882,0.471598675,0.368694722,0.205045737,0.041345182,4.200674528,0.601973293,0.016285824,0.000658427,3.669870569,1.0106421,0.057706856,0.001306597,2184,17858,20351,2469,327,2600,2923,347,122519,1005732,1146606,135412,145,1417,1661,201,21,187,217,26,9295,82552,93048,12047,25.36101908,30.87221782,17,53,71,21,65,80,0.189655373,0.19206696,0.200819273,0.220525376,0.281916271,0.151240311,0.152629613,0.155940022,0.199894704,0.316601945,9308260487,186,14315.45824,58680.01742,6816856511,1234601448
