step_batch,eval_batch_0,eval_batch_1,eval_batch_2,eval_batch_3,eval_batch_4,eval_batch_5,eval_batch_6,eval_batch_7,eval_batch_8,eval_batch_9,eval_batch_10,eval_batch_11,eval_batch_12,eval_batch_13,eval_batch_14,eval_batch_15,eval_batch_16,eval_batch_17,eval_batch_18,eval_batch_19,eval_batch_20,eval_batch_21,eval_batch_22,eval_batch_23,eval_batch_24,eval_batch_25,eval_batch_26,eval_batch_27,eval_batch_28,eval_batch_29,eval_batch_30,eval_batch_31,eval_batch_32,eval_batch_33
10,7.843971252e-05,0.0001301169395,4.655122757e-05,-3.635883331e-05,0.0001527070999,8.589029312e-05,-5.692243576e-06,-8.058547974e-05,0.0002179443836,0.0002972483635,0.001384675503,1.627206802e-05,-0.000530615449,-0.0001698434353,1.811981201e-05,5.710124969e-05,1.549720764e-06,4.87267971e-05,4.655122757e-05,-1.442432404e-05,-1.392886043e-05,7.224082947e-05,-0.0002380609512,-0.0001467764378,1.671910286e-05,0.0001332759857,0.0003517866135,-1.788139343e-07,2.348423004e-05,-3.901124001e-05,-3.999471664e-05,-5.745887756e-05,5.346536636e-05,-4.523992538e-05
11,6.04391098e-05,9.480118752e-05,7.104873657e-05,-9.179115295e-06,0.000243127346,-3.31401825e-05,2.804398537e-05,-4.157423973e-05,0.00021520257,-2.357363701e-05,-1.442432404e-05,0.0002665817738,-0.0005620270967,-0.0001342594624,1.692771912e-05,4.661083221e-05,-8.73208046e-05,0.0001070201397,3.796815872e-05,-3.182888031e-05,-2.816319466e-05,8.714199066e-05,-0.0001349449158,-4.580616951e-05,8.767843246e-05,0.000155210495,2.431869507e-05,-2.792477608e-05,-4.589557648e-05,-5.532801151e-05,-5.701184273e-05,0.0001024603844,3.099441528e-06,-9.548664093e-05
12,1.07884407e-05,2.464652061e-05,6.601214409e-05,-5.251169205e-05,0.0001076459885,-5.704164505e-05,-1.060962677e-05,-1.898407936e-05,0.0001242160797,-5.370378494e-05,9.417533875e-06,4.455447197e-05,0.003713726997,-0.0001108646393,2.592802048e-05,9.769201279e-05,3.522634506e-05,5.370378494e-05,0.0001178085804,-2.148747444e-05,2.544373274e-06,4.887580872e-06,-0.0001798868179,-2.533197403e-05,6.66975975e-05,0.0001335740089,0.0001726746559,1.975893974e-05,-7.706880569e-05,-7.319450378e-05,-7.411837578e-05,4.249811172e-05,6.854534149e-05,7.575750351e-05
13,4.065036774e-05,8.282065392e-05,-5.07235527e-05,2.017617226e-05,0.0001347661018,2.011656761e-05,1.449882984e-05,-8.374452591e-05,0.0001547336578,-0.0005080401897,-3.379583359e-05,3.04877758e-05,-0.0006315410137,0.0009004771709,6.312131882e-05,-1.496076584e-05,-0.0001426935196,0.0001507997513,2.020597458e-05,2.896785736e-05,1.340359449e-05,-7.927417755e-06,-9.799003601e-05,0.0001050829887,0.0001054406166,0.000165104866,-0.0001269578934,-3.069639206e-05,-9.059906006e-05,-6.657838821e-05,-6.744265556e-05,6.020069122e-06,-1.680850983e-05,-0.0001783967018
14,5.59091568e-05,0.0001473426819,5.781650543e-06,4.178285599e-05,0.0001556277275,-3.111362457e-05,1.618266106e-05,-9.58442688e-05,8.571147919e-05,1.707673073e-05,4.768371582e-06,2.899765968e-05,-0.0007125735283,-8.642673492e-05,0.0004606842995,7.122755051e-05,-5.728006363e-05,8.827447891e-05,7.006525993e-05,1.5437603e-05,-1.421198249e-05,0.0001075267792,-6.508827209e-05,-5.662441254e-06,8.821487427e-05,0.0001521706581,-6.240606308e-05,-7.650256157e-05,4.768371582e-06,-4.924833775e-05,-5.605816841e-05,0.0001077651978,2.706050873e-05,-0.0001460909843
15,4.589557648e-05,9.861588478e-05,7.483363152e-05,-8.103251457e-05,0.0001772642136,-4.827976227e-05,1.046061516e-05,-7.078051567e-05,0.0001930892467,9.423494339e-05,7.092952728e-06,2.452731133e-05,-0.0004727095366,-0.0002136826515,3.862380981e-05,0.0004027485847,-0.0001592636108,4.267692566e-05,4.577636719e-05,1.159310341e-05,-4.757195711e-06,5.793571472e-05,-6.96182251e-05,-8.189678192e-05,1.227855682e-05,0.0001396536827,0.0003563165665,-4.237890244e-05,-3.379583359e-05,-4.540383816e-05,-7.599592209e-05,4.303455353e-05,3.546476364e-05,-1.549720764e-06
16,2.467632294e-05,0.0001320838928,-5.969405174e-05,-0.0001164376736,0.0001527070999,-4.857778549e-06,7.212162018e-06,-0.0001007020473,8.109211922e-05,0.0002733767033,7.18832016e-05,5.307793617e-05,-0.000124424696,-0.0001511573792,4.577636719e-05,2.497434616e-05,0.002012908459,6.261467934e-05,-0.0002093315125,-1.475214958e-05,-1.725554466e-05,5.292892456e-05,-0.0002018213272,-9.569525719e-05,9.408593178e-05,8.428096771e-05,-0.0001512765884,5.587935448e-05,-5.209445953e-05,-5.646049976e-05,-7.021427155e-05,-0.0001247823238,-5.960464478e-06,9.840726852e-05
17,6.121397018e-05,0.0001031160355,1.65104866e-05,2.655386925e-05,0.0003244876862,-1.227855682e-05,3.935396671e-05,-8.887052536e-05,0.0002456307411,-8.285045624e-06,-4.070997238e-05,4.64618206e-05,-0.0009512454271,-7.662177086e-05,2.956390381e-05,2.413988113e-05,-0.0001489520073,0.0005176961422,1.430511475e-05,-3.126263618e-05,2.102181315e-05,5.173683167e-05,-0.0001257658005,-6.93500042e-05,0.0001255571842,0.0001926422119,-3.242492676e-05,-6.708502769e-05,-1.448392868e-05,-6.763637066e-05,-5.075335503e-05,0.0002247393131,1.180171967e-05,-0.0002793073654
18,7.712841034e-05,4.386901855e-05,0.000162422657,8.627772331e-05,0.0002045631409,-1.966953278e-05,-2.309679985e-06,-1.400709152e-05,0.0001676976681,-2.9951334e-05,2.27689743e-05,3.272294998e-05,-0.0002967715263,-0.0001097023487,4.726648331e-05,6.800889969e-05,-0.0004053115845,8.761882782e-05,0.0009215176105,-2.02357769e-05,-1.760944724e-05,0.0001658201218,-0.0001699924469,-5.653500557e-05,6.741285324e-05,0.0001909136772,0.0001468062401,-7.343292236e-05,-3.719329834e-05,-5.708634853e-05,-4.437565804e-05,0.0002833902836,0.0001004934311,-0.0002127289772
19,5.638599396e-05,8.577108383e-05,1.680850983e-05,-1.490116119e-05,0.0001388788223,-1.513957977e-05,4.61935997e-06,-0.0001189112663,0.0001570880413,-2.947449684e-05,-2.62260437e-06,1.400709152e-06,-0.000752300024,-0.0001152455807,4.011392593e-05,7.426738739e-05,-0.0001153945923,4.482269287e-05,2.056360245e-06,0.0003182590008,1.485273242e-05,3.802776337e-05,-8.916854858e-05,-4.512071609e-05,7.635354996e-05,0.0001181364059,0.0001038908958,-2.020597458e-05,-4.750490189e-05,-4.598498344e-05,-5.978345871e-05,4.300475121e-05,5.24520874e-06,-5.882978439e-05
20,4.4465065e-05,8.571147919e-05,1.165270805e-05,6.228685379e-06,0.0001825690269,-1.049041748e-05,-6.109476089e-07,-9.620189667e-05,0.00021225214,6.049871445e-06,-1.525878906e-05,-2.145767212e-06,-0.0007108747959,-0.0001181364059,1.007318497e-05,4.67300415e-05,-0.0001575946808,9.959936142e-05,8.434057236e-06,4.321336746e-06,0.0001147016883,6.139278412e-06,-0.0001354217529,-4.988908768e-05,0.0001094937325,0.0001714229584,5.93662262e-05,-4.258751869e-05,-4.905462265e-05,-7.702410221e-05,-6.049871445e-05,0.0001083314419,2.431869507e-05,-0.0001555085182
21,7.021427155e-05,0.0001010596752,0.0001566708088,0.0001518428326,0.0003311038017,7.718801498e-06,1.493096352e-05,-4.065036774e-05,0.0001727640629,-0.0002374351025,2.747774124e-05,5.400180817e-05,-0.0009506493807,-0.0001515746117,7.13467598e-05,5.656480789e-05,-6.097555161e-05,0.0001020133495,0.0001133084297,-4.798173904e-06,-3.037974238e-05,0.001049757004,-9.977817535e-05,2.950429916e-06,0.0001227259636,0.0001795291901,-0.0002781152725,-8.851289749e-06,-7.5340271e-05,-1.116096973e-05,-1.993775368e-05,0.0001100003719,7.426738739e-05,-0.0001185536385
22,6.932020187e-05,0.0001085102558,4.920363426e-05,1.239776611e-05,0.0002024769783,8.434057236e-06,9.73045826e-06,-9.560585022e-05,9.500980377e-05,-0.0003081262112,-0.0001196265221,1.120567322e-05,-0.001065924764,-0.0001347064972,6.96182251e-05,9.828805923e-05,-0.0002017617226,6.371736526e-05,-2.467632294e-05,2.9951334e-05,-1.81235373e-05,5.179643631e-05,0.0005345344543,6.833672523e-05,6.580352783e-05,0.0001192092896,-6.091594696e-05,-1.096725464e-05,-4.923343658e-05,-2.808868885e-05,-4.667043686e-05,-2.452731133e-05,8.583068848e-06,-8.004903793e-05
23,1.418590546e-05,0.0001013576984,2.953410149e-05,5.254149437e-05,0.0001545548439,-3.352761269e-05,3.427267075e-07,-7.447600365e-05,0.0001118481159,-0.001515001059,-8.55922699e-05,2.112984657e-05,-0.0005801916122,-1.013278961e-05,3.892183304e-05,2.211332321e-05,-0.0001856088638,6.169080734e-05,1.075863838e-05,-1.659989357e-05,-1.142546535e-05,4.333257675e-05,-3.850460052e-05,0.0005344450474,8.273124695e-05,0.0001327395439,-0.0003716945648,1.603364944e-05,-0.0001803040504,-6.124377251e-05,-4.985928535e-05,-0.0001187324524,6.079673767e-06,-4.035234451e-05
24,6.258487701e-05,0.0001028180122,1.227855682e-05,4.801154137e-05,0.0001785159111,-9.924173355e-06,2.735853195e-05,-8.928775787e-05,0.0001835525036,-4.312396049e-05,-5.966424942e-05,1.809000969e-05,-0.0008480250835,-0.0001442432404,2.819299698e-05,-7.271766663e-06,-0.0001306533813,0.0001003444195,5.662441254e-06,-1.561641693e-05,1.393258572e-05,7.891654968e-05,-0.0001232624054,-3.51369381e-05,0.0009558498859,0.000122487545,-0.0001118779182,-3.623962402e-05,-5.435943604e-05,-6.747245789e-05,-4.056096077e-05,0.000108897686,-3.516674042e-06,-0.0001502633095
25,4.523992538e-05,7.626414299e-05,5.981326103e-05,9.86456871e-06,0.0003064274788,-2.399086952e-05,1.5437603e-05,-6.672739983e-05,0.0002305209637,-2.217292786e-05,-2.586841583e-05,2.479553223e-05,-0.0007619857788,-0.0001266002655,1.400709152e-05,3.808736801e-05,-0.000213265419,0.0001316070557,6.58929348e-05,-4.342198372e-05,8.855015039e-06,7.796287537e-05,-0.0001572370529,-6.702542305e-05,5.730986595e-05,0.0004717111588,6.181001663e-05,-6.023049355e-05,-5.93662262e-05,-8.347630501e-05,-1.65104866e-05,0.0001173913479,2.437829971e-05,-0.0002730488777
26,5.263090134e-05,8.872151375e-05,5.057454109e-05,-0.0001560151577,0.000185251236,3.710389137e-05,1.52438879e-05,-7.280707359e-05,0.0002401173115,0.0007307827473,9.268522263e-05,4.202127457e-06,-0.0005560219288,-0.000228613615,-2.962350845e-05,0.0001127123833,-0.0002020597458,2.488493919e-05,3.618001938e-05,-1.27851963e-05,-1.361593604e-05,-6.717443466e-05,-0.000185251236,-0.0002674460411,1.043081284e-05,0.0001466274261,0.001944541931,-0.0001156032085,-3.522634506e-05,-5.330145359e-05,-8.323788643e-05,7.256865501e-05,3.999471664e-05,-9.006261826e-05
27,1.341104507e-05,0.0001253783703,8.93175602e-05,-2.190470695e-05,0.0001418590546,-6.487965584e-05,2.220273018e-06,-2.831220627e-05,0.0001768767834,-0.0002809166908,4.506111145e-05,3.901124001e-05,-7.545948029e-05,-0.0001195371151,-1.776218414e-05,5.614757538e-05,7.307529449e-05,5.283951759e-05,-6.973743439e-06,1.430511475e-06,-3.453344107e-06,3.254413605e-05,-8.106231689e-05,4.410743713e-05,6.431341171e-05,0.0001275539398,-0.0001208782196,0.0008725523949,-0.0001447796822,-3.218650818e-05,-6.020069122e-05,-0.0001836419106,2.431869507e-05,3.87430191e-05
28,8.761882782e-05,7.981061935e-05,-6.258487701e-07,7.212162018e-05,0.0001779794693,-2.121925354e-05,1.469254494e-05,-0.000116199255,0.0002268850803,0.0005075335503,6.759166718e-05,3.468990326e-05,-0.0008577853441,-0.0001800060272,8.153915405e-05,6.73532486e-05,-0.0001010894775,0.0001173913479,6.315112114e-05,-1.102685928e-06,7.934868336e-07,2.902746201e-05,-0.0001093149185,-0.0002055168152,8.860230446e-05,0.0001463294029,0.000147163868,-0.0001337230206,0.0007047653198,-9.045004845e-06,-7.593631744e-05,0.0002066493034,3.910064697e-05,-7.313489914e-05
29,5.710124969e-05,0.0001111328602,7.426738739e-05,1.907348633e-05,0.0002067685127,8.672475815e-06,1.236796379e-05,-7.197260857e-05,0.0002089142799,-1.618266106e-05,-1.931190491e-05,2.524256706e-05,-0.0009081214666,-0.0001470148563,2.598762512e-05,5.197525024e-05,-0.0001226663589,6.428360939e-05,3.582239151e-05,-6.675720215e-06,-2.883374691e-05,9.816884995e-05,-9.417533875e-05,-5.427002907e-05,6.392598152e-05,0.0001227259636,6.681680679e-05,-2.598762512e-05,-1.353025436e-05,0.0003166496754,-6.064772606e-05,3.737211227e-05,4.297494888e-05,-2.205371857e-06
30,4.303455353e-05,9.912252426e-05,3.087520599e-05,3.677606583e-05,0.000230550766,-1.621246338e-05,3.93986702e-05,-0.0001029968262,0.0001832544804,-2.437829971e-05,6.675720215e-06,1.093745232e-05,-0.0008840411901,-0.000167131424,1.275539398e-05,2.771615982e-05,-0.0001581311226,7.545948029e-05,2.562999725e-06,-1.212954521e-05,-1.532956958e-05,6.812810898e-05,-0.0001175403595,-4.372000694e-05,8.836388588e-05,0.0001776814461,4.768371582e-07,-5.453824997e-05,-8.487701416e-05,-6.300210953e-05,0.0004708468914,9.164214134e-05,3.802776337e-05,-0.0002340078354
31,7.486343384e-05,5.620718002e-05,6.058812141e-05,0.0002260804176,0.0002938508987,-5.894899368e-05,6.164610386e-05,-9.420514107e-05,0.0002915263176,0.0004565417767,-0.0001083016396,3.826618195e-05,-0.001169264317,-0.0002173483372,4.422664642e-05,2.372264862e-05,-0.0003556013107,0.0001787245274,0.0002009272575,-2.101063728e-05,1.506507397e-05,0.0001164078712,-0.0002014636993,-0.0002613067627,0.0001294016838,0.0001782178879,7.516145706e-05,-0.0002350211143,4.005432129e-05,-8.311867714e-05,-2.816319466e-05,0.001568973064,8.708238602e-05,-0.0004351139069
32,6.079673767e-05,7.289648056e-05,0.000107049942,5.704164505e-05,0.000209569931,8.344650269e-06,7.152557373e-07,-6.079673767e-05,0.0002279877663,3.743171692e-05,3.737211227e-05,9.506940842e-06,-0.0005158632994,-0.0001561641693,2.819299698e-05,6.628036499e-05,-0.0001739859581,7.921457291e-05,0.0001277327538,-2.577900887e-05,-2.86847353e-06,0.0001009702682,-0.0001368522644,-7.349252701e-05,5.874037743e-05,0.0001553297043,0.0001271367073,-4.181265831e-05,-3.254413605e-05,-2.638995647e-05,-3.197789192e-05,0.0001848042011,0.000496327877,-2.753734589e-05
33,1.19805336e-05,7.051229477e-05,-2.202391624e-05,-0.0001522600651,-8.940696716e-07,-4.297494888e-05,-4.917383194e-07,-6.410479546e-05,0.0001576840878,-7.56084919e-05,3.719329834e-05,2.589821815e-05,0.00032761693,-0.0001904964447,-3.606081009e-05,0.0001263022423,0.0001069903374,-0.000150591135,-7.107853889e-05,9.179115295e-06,-4.617497325e-05,-1.734495163e-05,-0.0001103878021,3.153085709e-05,1.555681229e-05,-2.819299698e-05,0.0001276731491,7.393956184e-05,-4.065036774e-05,3.850460052e-05,-0.0001892745495,-0.0003174841404,6.377696991e-05,0.001532196999
